Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1778650988,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650989,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650990,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650991,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650992,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650993,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650994,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650995,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650996,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650997,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650998,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778650999,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778651000,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778651001,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778651002,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778651003,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778651004,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778651005,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778651006,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
1778651007,200,,Aggregated,69.300000,0.000000,2000,2600,3100,3500,4300,4600,4800,5000,5700,6000,6000,1684,0,2000.0,2311.1740886584716,39.011299988487735,5989.062599983299,64.4893111638955
