Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,987,0,610.0,667.0491632222203,8.732699992833659,1618.4605000016745,116.0,16.496780163944468,0.0,610,700,770,820,940,1100,1300,1400,1600,1600,1600
GET,/competitors,734,0,1100.0,1209.986060490565,16.728399990824983,2214.6995999792125,2.0,12.26812222931635,0.0,1100,1300,1400,1500,1700,1800,1900,2000,2200,2200,2200
GET,/features/{company},331,0,1200.0,1221.6951857997826,14.453399984631687,2106.264199974248,2.0,5.532354847280262,0.0,1200,1300,1400,1500,1700,1800,2000,2100,2100,2100,2100
GET,/health,1743,0,850.0,919.18510126246,9.636000002501532,1811.1220999853685,85.0,29.132611778880655,0.0,850,970,1000,1100,1300,1500,1600,1600,1800,1800,1800
GET,/reports/{company},694,0,1200.0,1217.661084293895,17.961000005016103,2057.3197999910917,2.0,11.599559710007558,0.0,1200,1300,1400,1500,1700,1800,2000,2000,2100,2100,2100
,Aggregated,4489,0,940.0,979.7471202941784,8.732699992833659,2214.6995999792125,59.292715526843395,75.02942872942928,0.0,940,1100,1200,1200,1500,1600,1800,1900,2100,2200,2200
